Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Day_of_Week,Vader_Score,temp_list
" Drowning in the abyss of despair, a heart shattered into fragments, lost in the echoing silence of hopelessness. ",negative,2021-09-15 16:00:00,ShatteredHeart,Instagram,#Despair #EchoingSilence,8,16,Canada,2021,September,15,16,Wednesday,-0.8957,"['Drowning', 'in', 'the', 'abyss', 'of', 'despair,', 'a', 'heart', 'shattered', 'into', 'fragments,', 'lost', 'in', 'the', 'echoing', 'silence', 'of', 'hopelessness.']"
" Bitterness festering like a venomous vine, entwining the soul in a web of resentment, poisoning the garden of peace. ",negative,2019-03-08 14:20:00,VenomousSoul,Facebook,#Bitterness #ResentmentWeb,12,24,UK,2019,March,8,14,Friday,-0.5267,"['Bitterness', 'festering', 'like', 'a', 'venomous', 'vine,', 'entwining', 'the', 'soul', 'in', 'a', 'web', 'of', 'resentment,', 'poisoning', 'the', 'garden', 'of', 'peace.']"
" Wandering through the desert of loneliness, each step a heavy sigh, mirages of connection shimmering but never materializing. ",negative,2017-07-20 11:45:00,DesertWanderer,Twitter,#Loneliness #MiragesOfConnection,15,30,USA,2017,July,20,11,Thursday,-0.2144,"['Wandering', 'through', 'the', 'desert', 'of', 'loneliness,', 'each', 'step', 'a', 'heavy', 'sigh,', 'mirages', 'of', 'connection', 'shimmering', 'but', 'never', 'materializing.']"
" Yearning for a touch that's not there, echoes of a distant warmth haunting the heart in the cold embrace of solitude. ",positive,2020-11-02 19:30:00,ColdEmbrace,Instagram,#Yearning #DistantWarmth,10,20,Australia,2020,November,2,19,Monday,0.5719,"['Yearning', 'for', 'a', 'touch', ""that's"", 'not', 'there,', 'echoes', 'of', 'a', 'distant', 'warmth', 'haunting', 'the', 'heart', 'in', 'the', 'cold', 'embrace', 'of', 'solitude.']"
" Eyes wide open in the night, fearful shadows dancing on the walls, the mind a prisoner of imagined horrors. ",negative,2022-05-12 02:00:00,NightPrisoner,Facebook,#Fearful #ImaginedHorrors,18,36,India,2022,May,12,2,Thursday,-0.886,"['Eyes', 'wide', 'open', 'in', 'the', 'night,', 'fearful', 'shadows', 'dancing', 'on', 'the', 'walls,', 'the', 'mind', 'a', 'prisoner', 'of', 'imagined', 'horrors.']"
" Apprehensive steps on the tightrope of uncertainty, a balancing act where the fall seems inevitable, anxiety a constant companion. ",negative,2023-04-08 13:15:00,TightropeWalker,Twitter,#Apprehensive #BalancingAct,14,28,UK,2023,April,8,13,Saturday,-0.4767,"['Apprehensive', 'steps', 'on', 'the', 'tightrope', 'of', 'uncertainty,', 'a', 'balancing', 'act', 'where', 'the', 'fall', 'seems', 'inevitable,', 'anxiety', 'a', 'constant', 'companion.']"
" Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion. ",negative,2021-06-25 17:50:00,AtlasBearer,Instagram,#Overwhelmed #BouldersOfExhaustion,22,44,Canada,2021,June,25,17,Friday,-0.5859,"['Overwhelmed', 'by', 'the', 'weight', 'of', 'the', 'world,', 'Atlas', 'with', 'trembling', 'shoulders,', 'each', 'responsibility', 'a', 'boulder', 'in', 'the', 'landscape', 'of', 'exhaustion.']"
" Jealousy, a green-eyed monster, lurking in the shadows, casting a dark cloud over the sunshine of others' success. ",positive,2019-08-30 10:10:00,GreenMonster,Facebook,#Jealous #GreenEyedMonster,16,32,USA,2019,August,30,10,Friday,0.6249,"['Jealousy,', 'a', 'green-eyed', 'monster,', 'lurking', 'in', 'the', 'shadows,', 'casting', 'a', 'dark', 'cloud', 'over', 'the', 'sunshine', 'of', ""others'"", 'success.']"
" Devastated by the storm of betrayal, the wreckage of trust scattered like debris, a heart torn by the winds of broken promises. ",negative,2022-08-03 15:30:00,StormSurvivor,Twitter,#Devastated #WindsOfBrokenPromises,25,50,Australia,2022,August,3,15,Wednesday,-0.6705,"['Devastated', 'by', 'the', 'storm', 'of', 'betrayal,', 'the', 'wreckage', 'of', 'trust', 'scattered', 'like', 'debris,', 'a', 'heart', 'torn', 'by', 'the', 'winds', 'of', 'broken', 'promises.']"
" Frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations. ",negative,2020-12-17 09:20:00,PuzzleComposer,Instagram,#Frustrated #UnsolvablePuzzle,12,24,India,2020,December,17,9,Thursday,-0.6908,"['Frustrated', 'fingers', 'tapping', 'on', 'the', 'keyboard,', 'a', 'symphony', 'of', 'annoyance', 'composing', 'an', 'unsolvable', 'puzzle', 'of', 'unmet', 'expectations.']"
" Envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach. ",positive,2021-02-28 22:45:00,GildedHeartache,Facebook,#Envious #GildedPrize,20,40,USA,2021,February,28,22,Sunday,0.2732,"['Envious', 'eyes', 'fixated', 'on', 'the', 'gilded', 'prize,', 'a', 'heartache', 'fueled', 'by', 'the', 'painful', 'desire', 'for', 'possessions', 'that', 'seem', 'forever', 'out', 'of', 'reach.']"
" Dismissive glances, a fortress built with indifference, walls impenetrable to the pleas of understanding and recognition. ",negative,2018-05-10 14:00:00,IndifferentFort,Twitter,#Dismissive #ImpenetrableWalls,14,28,UK,2018,May,10,14,Thursday,-0.0516,"['Dismissive', 'glances,', 'a', 'fortress', 'built', 'with', 'indifference,', 'walls', 'impenetrable', 'to', 'the', 'pleas', 'of', 'understanding', 'and', 'recognition.']"
" Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",negative,2022-01-07 11:10:00,DreamMosaic,Instagram,#Frustrated #MosaicOfDisappointment,15,30,Canada,2022,January,7,11,Friday,-0.6486,"['Shattered', 'dreams', 'lie', 'on', 'the', 'floor', 'like', 'fragments', 'of', 'glass,', 'a', 'mosaic', 'of', 'disappointment', 'crafted', 'by', 'the', 'hands', 'of', 'frustration.']"
" Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ",negative,2019-09-19 03:30:00,NocturnalEcho,Facebook,#Loneliness #SolitaryNocturne,18,36,Australia,2019,September,19,3,Thursday,-0.4215,"['Loneliness,', 'a', 'silent', 'companion', 'in', 'the', 'night,', 'the', 'only', 'echo', 'in', 'the', 'chamber', 'of', 'solitude,', 'a', ""heart's"", 'solitary', 'nocturne.']"
" Fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune. ",negative,2023-07-14 23:00:00,DarkWhispers,Twitter,#Fearful #SpecterOfTheUnknown,13,26,UK,2023,July,14,23,Friday,-0.743,"['Fearful', 'whispers', 'in', 'the', 'dark,', 'the', 'mind', 'haunted', 'by', 'the', 'specter', 'of', 'the', 'unknown,', 'shadows', 'dancing', 'to', 'the', 'rhythm', 'of', ""anxiety's"", 'tune.']"
" Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time. ",negative,2020-04-05 16:20:00,LingeringTaste,Instagram,#Bitterness #BitterAftertaste,10,20,India,2020,April,5,16,Sunday,-0.7717,"['Bitterness,', 'a', 'bitter', 'aftertaste', 'lingering', 'on', 'the', 'tongue,', 'each', 'word', 'a', 'reminder', 'of', 'wounds', 'that', 'refuse', 'to', 'heal', 'with', 'the', 'passing', 'of', 'time.']"
" Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat. ",negative,2021-11-29 08:45:00,TempestSurvivor,Facebook,#Overwhelmed #DrowningSoul,20,40,USA,2021,November,29,8,Monday,-0.5859,"['Overwhelmed', 'by', 'the', 'cacophony', 'of', 'expectations,', 'a', 'drowning', 'soul', 'in', 'the', 'tempest', 'of', 'pressure,', 'struggling', 'to', 'stay', 'afloat.']"
" Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent. ",negative,2019-12-12 17:00:00,VenomousHeart,Twitter,#Jealous #HeartOfDiscontent,16,32,Australia,2019,December,12,17,Thursday,-0.7269,"['Jealousy,', 'a', 'venom', 'that', 'seeps', 'through', 'the', 'veins,', 'poisoning', 'the', 'heart', 'and', 'turning', 'it', 'into', 'a', 'breeding', 'ground', 'for', 'discontent.']"
" Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake. ",negative,2022-05-20 14:50:00,FragileTrust,Instagram,#Devastated #ShatteredTrust,25,50,Canada,2022,May,20,14,Friday,-0.8555,"['Devastated', 'by', 'the', 'revelation', 'of', 'betrayal,', 'the', 'trust', 'shattered', 'like', 'fragile', 'glass,', 'leaving', 'shards', 'of', 'pain', 'in', 'its', 'wake.']"
" Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand. ",negative,2020-09-03 12:15:00,BrokenThreads,Facebook,#Frustrated #SlippingThreads,14,28,UK,2020,September,3,12,Thursday,-0.6124,"['Frustrated', 'attempts', 'to', 'mend', 'a', 'broken', 'connection,', 'the', 'threads', 'of', 'understanding', 'slipping', 'through', 'the', 'fingers', 'like', 'grains', 'of', 'sand.']"
" Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights. ",negative,2021-02-10 19:30:00,SuccessPill,Twitter,#Envious #BitterPill,20,40,USA,2021,February,10,19,Wednesday,-0.0516,"['Envious', 'gazes', 'cast', 'upon', 'the', 'podium', 'of', 'success,', 'a', 'bitter', 'pill', 'swallowed,', 'the', 'taste', 'lingering', 'as', 'a', 'constant', 'reminder', 'of', 'unattained', 'heights.']"
" Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",negative,2018-08-18 14:40:00,CurtainShield,Instagram,#Dismissive #IndifferencePerformance,12,24,Australia,2018,August,18,14,Saturday,-0.2732,"['Dismissive', 'gestures,', 'a', 'curtain', 'drawn', 'to', 'shield', 'the', 'vulnerability,', 'a', 'stage', 'where', 'emotions', 'take', 'a', 'backseat', 'to', 'the', 'performance', 'of', 'indifference.']"
" Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness. ",negative,2022-02-28 21:00:00,FoggyLabyrinth,Facebook,#Despair #LabyrinthOfHopelessness,8,16,Canada,2022,February,28,21,Monday,-0.5994,"['Despair', 'like', 'a', 'heavy', 'fog,', 'enveloping', 'every', 'thought,', 'blurring', 'the', 'path', 'ahead,', 'a', 'journey', 'in', 'the', 'labyrinth', 'of', 'utter', 'hopelessness.']"
" Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory. ",negative,2019-10-15 10:30:00,IcyResentment,Twitter,#Bitterness #IciclesOfResentment,15,30,UK,2019,October,15,10,Tuesday,-0.8316,"['Bitterness,', 'a', 'bitter', 'chill', 'in', 'the', 'air,', 'freezing', 'moments', 'into', 'icicles', 'of', 'resentment', 'that', 'dangle', 'precariously', 'over', 'the', 'landscape', 'of', 'memory.']"
" Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces. ",negative,2017-12-01 18:50:00,SolitaryMoon,Instagram,#Loneliness #StarlessSky,18,36,USA,2017,December,1,18,Friday,-0.743,"['Loneliness,', 'a', 'solitary', 'moon', 'in', 'a', 'starless', 'sky,', 'casting', 'a', 'cold', 'glow', 'on', 'the', 'landscape', 'of', 'isolation,', 'where', 'echoes', 'bounce', 'in', 'empty', 'spaces.']"
" Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon. ",positive,2020-04-18 16:15:00,VanishedSunset,Facebook,#Yearning #HuesOfSunset,10,20,Australia,2020,April,18,16,Saturday,0.428,"['Yearning', 'for', 'the', 'warmth', 'of', 'a', 'vanished', 'sun,', 'a', 'heartache', 'painted', 'in', 'the', 'hues', 'of', 'a', 'sunset', 'that', 'never', 'graced', 'the', 'horizon.']"
" Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners. ",negative,2023-01-07 03:30:00,NightPrisoner,Twitter,#Fearful #LurkingMonsters,18,36,India,2023,January,7,3,Saturday,-0.9382,"['Fearful', 'eyes', 'scanning', 'the', 'shadows,', 'a', 'prisoner', 'of', 'the', 'night,', 'terrorized', 'by', 'the', 'lurking', 'monsters', 'born', 'from', 'the', ""mind's"", 'darkest', 'corners.']"
" Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt. ",negative,2021-06-10 10:00:00,WindWhisperer,Instagram,#Apprehensive #StormOfDoubt,14,28,Canada,2021,June,10,10,Thursday,-0.5994,"['Apprehensive', 'whispers', 'in', 'the', 'wind,', 'a', 'forecast', 'of', 'uncertainty,', 'the', ""mind's"", 'weather', 'vane', 'spinning', 'wildly', 'in', 'the', 'storm', 'of', 'doubt.']"
" Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience. ",negative,2020-02-22 15:20:00,MazeExplorer,Facebook,#Overwhelmed #MinotaurOfPressure,22,44,USA,2020,February,22,15,Saturday,-0.2023,"['Overwhelmed', 'by', 'the', 'maze', 'of', 'expectations,', 'a', 'minotaur', 'of', 'pressure', 'lurking', 'in', 'the', 'labyrinth,', 'waiting', 'to', 'devour', 'the', 'spirit', 'of', 'resilience.']"
" Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence. ",negative,2018-03-17 14:45:00,WoundedGarden,Twitter,#Jealous #BloomingAchievements,16,32,UK,2018,March,17,14,Saturday,-0.6808,"['Jealousy,', 'a', 'festering', 'wound,', 'the', 'pain', 'intensifying', 'with', 'each', 'glance', 'at', 'the', 'garden', 'of', ""others'"", 'achievements,', 'blooming', 'beyond', 'the', 'fence.']"
" Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole. ",negative,2022-10-28 11:15:00,RuinedHeart,Instagram,#Devastated #EchoesOfShatteredDreams,25,50,Australia,2022,October,28,11,Friday,-0.8074,"['Devastated,', 'a', 'heart', 'in', 'ruins,', 'the', 'echoes', 'of', 'shattered', 'dreams', 'reverberating', 'in', 'the', 'chambers,', 'a', 'requiem', 'for', 'what', 'once', 'was', 'whole.']"
" Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication. ",negative,2020-11-01 12:30:00,KnotUntangler,Facebook,#Frustrated #LabyrinthOfMiscommunication,14,28,India,2020,November,1,12,Sunday,-0.6808,"['Frustrated', 'attempts', 'to', 'untangle', 'the', 'knot', 'of', 'confusion,', 'the', 'threads', 'of', 'understanding', 'slipping', 'further', 'into', 'the', 'labyrinth', 'of', 'miscommunication.']"
" Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive. ",positive,2021-01-15 22:10:00,ElusiveKeys,Twitter,#Envious #DesireForKeys,20,40,USA,2021,January,15,22,Friday,0.6597,"['Envious', 'eyes', 'locked', 'on', 'the', 'treasure', 'chest', 'of', 'opportunities,', 'a', 'heartache', 'fueled', 'by', 'the', 'desire', 'for', 'keys', 'that', 'seem', 'forever', 'elusive.']"
" Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",negative,2018-08-18 14:00:00,IndifferentFort,Instagram,#Dismissive #IndifferencePerformance,12,24,Australia,2018,August,18,14,Saturday,-0.2732,"['Dismissive', 'gestures,', 'a', 'curtain', 'drawn', 'to', 'shield', 'the', 'vulnerability,', 'a', 'stage', 'where', 'emotions', 'take', 'a', 'backseat', 'to', 'the', 'performance', 'of', 'indifference.']"
" Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",negative,2022-01-07 11:10:00,DreamMosaic,Twitter,#Frustrated #MosaicOfDisappointment,15,30,Canada,2022,January,7,11,Friday,-0.6486,"['Shattered', 'dreams', 'lie', 'on', 'the', 'floor', 'like', 'fragments', 'of', 'glass,', 'a', 'mosaic', 'of', 'disappointment', 'crafted', 'by', 'the', 'hands', 'of', 'frustration.']"
" Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ",negative,2019-09-19 03:30:00,NocturnalEcho,Facebook,#Loneliness #SolitaryNocturne,18,36,Australia,2019,September,19,3,Thursday,-0.4215,"['Loneliness,', 'a', 'silent', 'companion', 'in', 'the', 'night,', 'the', 'only', 'echo', 'in', 'the', 'chamber', 'of', 'solitude,', 'a', ""heart's"", 'solitary', 'nocturne.']"
Awe-struck by the breathtaking sunrise over the mountains.,positive,2022-04-03 06:15:00,NatureAdmirer,Instagram,#Awe #BreathtakingSunrise,28,55,USA,2022,April,3,6,Sunday,0.4588,"['Awe-struck', 'by', 'the', 'breathtaking', 'sunrise', 'over', 'the', 'mountains.']"
Navigating through the challenges with determination.,positive,2023-10-12 10:30:00,GoalPursuer,Twitter,#Determination #Challenges,15,30,Canada,2023,October,12,10,Thursday,0.4588,"['Navigating', 'through', 'the', 'challenges', 'with', 'determination.']"
Nostalgia hits while flipping through an old photo album.,neutral,2019-06-28 19:00:00,MemoryLane,Facebook,#Nostalgia #OldMemories,22,45,UK,2019,June,28,19,Friday,0.0,"['Nostalgia', 'hits', 'while', 'flipping', 'through', 'an', 'old', 'photo', 'album.']"
Thrilled to witness the grandeur of a cultural festival.,positive,2020-09-15 14:45:00,CultureEnthusiast,Instagram,#Thrill #CulturalCelebration,40,80,India,2020,September,15,14,Tuesday,0.8591,"['Thrilled', 'to', 'witness', 'the', 'grandeur', 'of', 'a', 'cultural', 'festival.']"
Calmness found in the rhythm of raindrops on the windowpane.,positive,2017-11-08 21:20:00,RainWatcher,Twitter,#Calmness #RainyDays,18,35,Australia,2017,November,8,21,Wednesday,0.4019,"['Calmness', 'found', 'in', 'the', 'rhythm', 'of', 'raindrops', 'on', 'the', 'windowpane.']"
Overwhelmed by the support received during a personal challenge.,positive,2021-05-20 17:30:00,PersonalJourney,Facebook,#Overwhelmed #SupportiveCommunity,25,50,USA,2021,May,20,17,Thursday,0.4939,"['Overwhelmed', 'by', 'the', 'support', 'received', 'during', 'a', 'personal', 'challenge.']"
Excitement builds as the countdown to a long-awaited vacation begins.,positive,2023-01-10 12:00:00,VacationDreamer,Instagram,#Excitement #VacationCountdown,30,60,France,2023,January,10,12,Tuesday,0.4939,"['Excitement', 'builds', 'as', 'the', 'countdown', 'to', 'a', 'long-awaited', 'vacation', 'begins.']"
